iso_o,input_ind,output_ind,valueshare
EU,20,4,.0071858
IND,20,4,.0038344797
JPN,20,4,.0049463003
ROW,20,4,.0069611981
USA,20,4,.018995864
BRA,21,4,.00099129998
CHN,21,4,.00099555973
EU,21,4,.0034046001
IND,21,4,.001160403
JPN,21,4,.00082170015
ROW,21,4,.0024090996
USA,21,4,.00046517709
BRA,22,4,.0578993
CHN,22,4,.0044258214
EU,22,4,.044379301
IND,22,4,.016802095
JPN,22,4,.059394106
ROW,22,4,.009409098
USA,22,4,.0013178352
BRA,23,4,.050763398
CHN,23,4,.12891918
EU,23,4,.074579701
IND,23,4,.024965813
JPN,23,4,.046580102
ROW,23,4,.063125089
USA,23,4,.044725697
BRA,24,4,.0055638002
CHN,24,4,.0037047502
EU,24,4,.0168251
IND,24,4,.0022668105
JPN,24,4,.0057086004
ROW,24,4,.0051595988
USA,24,4,.00090845529
BRA,25,4,.034224398
CHN,25,4,.00042208296
EU,25,4,.0270648
IND,25,4,.0026987744
JPN,25,4,.021133801
ROW,25,4,.046857089
USA,25,4,.047037482
BRA,26,4,.1140576
CHN,26,4,.046589319
EU,26,4,.10058
IND,26,4,.08723291
JPN,26,4,.22800814
ROW,26,4,.083247378
USA,26,4,.10507753
BRA,27,4,.057855599
CHN,27,4,.034864891
EU,27,4,.058603302
IND,27,4,.050122414
JPN,27,4,.016712701
ROW,27,4,.046907987
USA,27,4,.038488004
BRA,28,4,.0045081
CHN,28,4,.0058454638
EU,28,4,.0052515999
IND,28,4,.0013341885
JPN,28,4,.0026105002
ROW,28,4,.0095871985
USA,28,4,.0028860581
BRA,29,4,.0024399001
CHN,29,4,.0029705798
EU,29,4,.0062226001
IND,29,4,.0017967498
JPN,29,4,.0008617001
ROW,29,4,.0057934988
USA,29,4,.0032082421
BRA,30,4,.027327999
CHN,30,4,.0072777057
EU,30,4,.0294086
IND,30,4,.012631045
JPN,30,4,.0070236009
ROW,30,4,.032978691
USA,30,4,.042025033
BRA,31,4,.00065389997
CHN,31,4,.00148224
EU,31,4,.0021790001
IND,31,4,.000052595606
JPN,31,4,.000095200012
ROW,31,4,.0018421996
USA,31,4,.00017399143
BRA,32,4,.0021384
CHN,32,4,.014201326
EU,32,4,.0031401999
IND,32,4,.00089222542
JPN,32,4,.035519302
ROW,32,4,.0056418986
USA,32,4,.0015878218
BRA,33,4,.0035118
CHN,33,4,.00093876204
EU,33,4,.0079880999
IND,33,4,.001639963
JPN,33,4,.0033074005
ROW,33,4,.0015181997
USA,33,4,.0014478287
BRA,34,4,.0024792
CHN,34,4,.0022470092
EU,34,4,.0069773002
IND,34,4,.00027447706
JPN,34,4,.0033326005
ROW,34,4,.0032576993
USA,34,4,.0052007437
BRA,35,4,.006604
CHN,35,4,.0027961871
EU,35,4,.0082799997
IND,35,4,.00014028828
JPN,35,4,.0038106004
ROW,35,4,.0043254993
USA,35,4,.007963608
BRA,36,4,.059458699
CHN,36,4,.052864164
EU,36,4,.049988601
IND,36,4,.007096407
JPN,36,4,.064590007
ROW,36,4,.037819192
USA,36,4,.08229655
BRA,37,4,.0020967999
CHN,37,4,.00020429175
EU,37,4,.0095017003
IND,37,4,.000049995822
JPN,37,4,.011706801
ROW,37,4,.0081268977
USA,37,4,.0036272213
BRA,38,4,.075152896
CHN,38,4,.02671692
EU,38,4,.058661599
IND,38,4,.0050746757
JPN,38,4,.015495602
ROW,38,4,.043469191
USA,38,4,.14165732
BRA,39,4,.066444799
CHN,39,4,.035991248
EU,39,4,.043934599
IND,39,4,.048806321
JPN,39,4,.10570561
ROW,39,4,.024628894
USA,39,4,.033097073
BRA,40,4,.0048576999
CHN,40,4,.0010553574
EU,40,4,.0092631001
IND,40,4,.00021708185
JPN,40,4,.00018510003
ROW,40,4,.0058895987
USA,40,4,.016761975
BRA,41,4,.0045980001
CHN,41,4,.00031068746
EU,41,4,.0021118
IND,41,4,.00050585775
JPN,41,4,.0021400002
ROW,41,4,.0017587995
USA,41,4,.00053017394
BRA,42,4,.0006349
CHN,42,4,.00082556665
EU,42,4,.0012265
IND,42,4,.000049995822
JPN,42,4,.0030264005
ROW,42,4,.00086959975
USA,42,4,.00056307227
BRA,43,4,.00022450001
CHN,43,4,.00085376546
EU,43,4,.0011364
IND,43,4,.00012408962
JPN,43,4,.0056228004
ROW,43,4,.0018920995
USA,43,4,.00027018669
BRA,44,4,.0084950002
CHN,44,4,.0011278543
EU,44,4,.0044876002
IND,44,4,.002464494
JPN,44,4,.060302507
ROW,44,4,.0049961987
USA,44,4,.00082245946
BRA,1,5,.0010453843
CHN,1,5,.000049995229
EU,1,5,.0010695653
IND,1,5,.0027783783
JPN,1,5,.00022499119
ROW,1,5,.00081089983
USA,1,5,.00068374519
BRA,2,5,.000049999249
CHN,2,5,.000049995229
EU,2,5,.000049998376
IND,2,5,.000049997805
JPN,2,5,.000049998045
ROW,2,5,.00010469998
USA,2,5,.000049995986
BRA,3,5,.041447479
CHN,3,5,.0071658166
EU,3,5,.034258891
IND,3,5,.079809897
JPN,3,5,.0074842074
ROW,3,5,.097620778
USA,3,5,.010330971
BRA,4,5,.019138513
CHN,4,5,.006657965
EU,4,5,.015546396
IND,4,5,.00933869
JPN,4,5,.013172285
ROW,4,5,.04818929
USA,4,5,.0023549111
BRA,5,5,.10899546
CHN,5,5,.0035533612
EU,5,5,.25654349
IND,5,5,.35974452
JPN,5,5,.03146147
ROW,5,5,.29872113
USA,5,5,.016509876
BRA,6,5,.0045503317
CHN,6,5,.0013363726
EU,6,5,.0034781874
IND,6,5,.0041558174
JPN,6,5,.0021888143
ROW,6,5,.0018119995
USA,6,5,.00059815205
BRA,7,5,.0017022744
CHN,7,5,.035592705
EU,7,5,.001600048
IND,7,5,.0042295149
JPN,7,5,.0018560275
ROW,7,5,.0014764996
USA,7,5,.00028727695
BRA,8,5,.0025639615
CHN,8,5,.00043265874
EU,8,5,.0014525529
IND,8,5,.0018768177
JPN,8,5,.0019868223
ROW,8,5,.0021620996
USA,8,5,.0025443959
BRA,9,5,.0021173682
CHN,9,5,.0018514234
EU,9,5,.0040804679
IND,9,5,.0026624831
JPN,9,5,.0028771874
ROW,9,5,.0030646992
USA,9,5,.001808055
BRA,10,5,.053766791
CHN,10,5,.08034724
EU,10,5,.0092585003
IND,10,5,.026070157
JPN,10,5,.047117256
ROW,10,5,.04059919
USA,10,5,.040600143
BRA,11,5,.031554926
CHN,11,5,.12495889
EU,11,5,.013362166
IND,11,5,.016543573
JPN,11,5,.030855892
ROW,11,5,.015292997
USA,11,5,.032576084
BRA,12,5,.00061209081
CHN,12,5,.00015228547
EU,12,5,.00089227105
IND,12,5,.0016409281
JPN,12,5,.0039438461
ROW,12,5,.00044929987
USA,12,5,.00030967515
BRA,13,5,.0073657893
CHN,13,5,.066765033
EU,13,5,.003146098
IND,13,5,.005147974
JPN,13,5,.0052012964
ROW,13,5,.0052207988
USA,13,5,.015553352
BRA,14,5,.0090868631
CHN,14,5,.044874121
EU,14,5,.0053385268
IND,14,5,.0082443384
JPN,14,5,.0080515854
ROW,14,5,.0074176979
USA,14,5,.014163963
BRA,15,5,.023459848
CHN,15,5,.12762122
EU,15,5,.0066205855
IND,15,5,.020232512
JPN,15,5,.015396798
ROW,15,5,.025332395
USA,15,5,.011706261
BRA,16,5,.029179363
CHN,16,5,.045326278
EU,16,5,.030868599
IND,16,5,.023404473
JPN,16,5,.026632659
ROW,16,5,.014707197
USA,16,5,.028760092
BRA,17,5,.0064219036
CHN,17,5,.028899543
EU,17,5,.0098769795
IND,17,5,.0062729246
JPN,17,5,.027136039
ROW,17,5,.007164998
USA,17,5,.0090820715
BRA,18,5,.0067108995
CHN,18,5,.0084148971
EU,18,5,.0065976861
IND,18,5,.0079533504
JPN,18,5,.0085760644
ROW,18,5,.0059396988
USA,18,5,.0073119132
BRA,19,5,.05055454
CHN,19,5,.16025661
EU,19,5,.073826507
IND,19,5,.043625884
JPN,19,5,.061124407
ROW,19,5,.030168293
USA,19,5,.098703377
BRA,20,5,.0058282125
CHN,20,5,.014653903
EU,20,5,.0068163788
IND,20,5,.0051656733
JPN,20,5,.01612097
ROW,20,5,.0038281991
USA,20,5,.010586451
BRA,21,5,.0010493842
CHN,21,5,.00046105601
EU,21,5,.0058372109
IND,21,5,.00092205952
JPN,21,5,.0020685191
ROW,21,5,.0013294996
USA,21,5,.00055535545
BRA,22,5,.042547759
CHN,22,5,.011159136
EU,22,5,.045745019
IND,22,5,.0093998872
JPN,22,5,.045718011
ROW,22,5,.011458097
USA,22,5,.0015133786
BRA,23,5,.035936762
CHN,23,5,.039349649
EU,23,5,.020179845
IND,23,5,.022888096
JPN,23,5,.034573548
ROW,23,5,.029770693
USA,23,5,.0019191459
BRA,24,5,.0089377658
CHN,24,5,.0010215025
EU,24,5,.0093788952
IND,24,5,.0070514907
JPN,24,5,.0066136415
ROW,24,5,.0023980995
USA,24,5,.0057770368
BRA,25,5,.037452336
CHN,25,5,.00036836488
EU,25,5,.045988709
IND,25,5,.021200871
JPN,25,5,.052736435
ROW,25,5,.024082894
USA,25,5,.037840363
BRA,26,5,.081605569
CHN,26,5,.057291735
EU,26,5,.064420611
IND,26,5,.042195249
JPN,26,5,.078639023
ROW,26,5,.076550484
USA,26,5,.10351669
BRA,27,5,.038511522
CHN,27,5,.033191532
EU,27,5,.021109717
IND,27,5,.033210844
JPN,27,5,.030629102
ROW,27,5,.031114593
USA,27,5,.021210298
BRA,28,5,.0035158473
CHN,28,5,.003817036
EU,28,5,.0029892032
IND,28,5,.020906584
JPN,28,5,.0039664451
ROW,28,5,.0060898988
USA,28,5,.00085563137
BRA,29,5,.0039170412
CHN,29,5,.0033728783
EU,29,5,.0028936062
IND,29,5,.0037292363
JPN,29,5,.0036720564
ROW,29,5,.0073977984
USA,29,5,.0070872316
BRA,30,5,.010118049
CHN,30,5,.005934434
EU,30,5,.022623567
IND,30,5,.018549787
JPN,30,5,.01330948
ROW,30,5,.011335397
USA,30,5,.002628389
BRA,31,5,.0030901537
CHN,31,5,.0014548613
EU,31,5,.0043302593
IND,31,5,.0012235463
JPN,31,5,.0045307232
ROW,31,5,.00079569983
USA,31,5,.000049995986
BRA,32,5,.0096313553
CHN,32,5,.01205915
EU,32,5,.004545053
IND,32,5,.0067273048
JPN,32,5,.010544287
ROW,32,5,.0059395987
USA,32,5,.012954961
BRA,33,5,.0012319814
CHN,33,5,.00031486998
EU,33,5,.0023629235
IND,33,5,.0018390194
JPN,33,5,.0023895067
ROW,33,5,.00094229978
USA,33,5,.0015096789
BRA,34,5,.0076546851
CHN,34,5,.00099170546
EU,34,5,.0065876865
IND,34,5,.0035001466
JPN,34,5,.0084071709
ROW,34,5,.0039557992
USA,34,5,.014163163
BRA,35,5,.010029249
CHN,35,5,.0013449717
EU,35,5,.013292469
IND,35,5,.017141847
JPN,35,5,.01253741
ROW,35,5,.0031819993
USA,35,5,.0027760773
BRA,36,5,.048072077
CHN,36,5,.025675451
EU,36,5,.066857331
IND,36,5,.027532194
JPN,36,5,.082083888
ROW,36,5,.027334694
USA,36,5,.18263085
BRA,37,5,.0087330686
CHN,37,5,.001267779
EU,37,5,.0057532131
IND,37,5,.0019438148
JPN,37,5,.015509293
ROW,37,5,.017580997
USA,37,5,.0049473033
BRA,38,5,.1594681
CHN,38,5,.019115277
EU,38,5,.097563133
IND,38,5,.019091763
JPN,38,5,.15202825
ROW,38,5,.076518781
USA,38,5,.19528574
BRA,39,5,.063566945
CHN,39,5,.021221776
EU,39,5,.062507972
IND,39,5,.10631984
JPN,39,5,.10246309
ROW,39,5,.043944288
USA,39,5,.079045862
BRA,40,5,.0084592737
CHN,40,5,.00040366148
EU,40,5,.0025734166
IND,40,5,.0020263111
JPN,40,5,.0021262169
ROW,40,5,.0030515993
USA,40,5,.011293794
BRA,41,5,.0022457663
CHN,41,5,.00020168076
EU,41,5,.0021320309
IND,41,5,.00065257138
JPN,41,5,.0041910359
ROW,41,5,.0013146996
USA,41,5,.0015229777
BRA,42,5,.0018655719
CHN,42,5,.000049995229
EU,42,5,.0020100349
IND,42,5,.00050647778
JPN,42,5,.0028940868
ROW,42,5,.0010051997
USA,42,5,.00094712403
BRA,43,5,.00048989267
CHN,43,5,.00035476618
EU,43,5,.0008607721
IND,43,5,.00010779527
JPN,43,5,.00050428027
ROW,43,5,.00052469986
USA,43,5,.0011167104
BRA,44,5,.0057178144
CHN,44,5,.00061644119
EU,44,5,.0027734102
IND,44,5,.0023852955
JPN,44,5,.01640586
ROW,44,5,.0022992995
USA,44,5,.0043314528
BRA,1,6,.34112629
CHN,1,6,.43519813
EU,1,6,.2365841
IND,1,6,.58021188
JPN,1,6,.22532851
ROW,1,6,.38469765
USA,1,6,.28971574
BRA,2,6,.005806366
CHN,2,6,.056665592
EU,2,6,.0059805
IND,2,6,.021401867
JPN,2,6,.032017637
ROW,2,6,.030295895
USA,2,6,.0099261366
BRA,3,6,.0015650908
CHN,3,6,.0029601995
EU,3,6,.0035548999
IND,3,6,.0024561177
JPN,3,6,.00037098423
ROW,3,6,.012201298
USA,3,6,.00121408
BRA,4,6,.0011262933
CHN,4,6,.000084599989
EU,4,6,.0010834
IND,4,6,.000049977974
JPN,4,6,.000049997871
ROW,4,6,.0021059997
USA,4,6,.00026939559
BRA,5,6,.000049999708
CHN,5,6,.00016649999
EU,5,6,.000095399999
IND,5,6,.00020061158
JPN,5,6,.000049997871
ROW,5,6,.00028349998
USA,5,6,.000064098946
BRA,6,6,.16722162
CHN,6,6,.25247198
EU,6,6,.2106874
IND,6,6,.082538523
JPN,6,6,.17296594
ROW,6,6,.17522508
USA,6,6,.19133155
BRA,7,6,.0011754931
CHN,7,6,.006287999
EU,7,6,.0015267
IND,7,6,.0078748297
JPN,7,6,.0027157846
ROW,7,6,.0021263997
USA,7,6,.00032059473
BRA,8,6,.0010587939
CHN,8,6,.00082559988
EU,8,6,.0024339999
IND,8,6,.00091279775
JPN,8,6,.0005457768
ROW,8,6,.0014871998
USA,8,6,.00071878819
BRA,9,6,.015202012
CHN,9,6,.017961299
EU,9,6,.0181373
IND,9,6,.0014085793
JPN,9,6,.029658737
ROW,9,6,.015670298
USA,9,6,.033588849
BRA,10,6,.014965412
CHN,10,6,.0015660998
EU,10,6,.0034868
IND,10,6,.0087755322
JPN,10,6,.0071256966
ROW,10,6,.0088435989
USA,10,6,.0038056374
BRA,11,6,.01376222
CHN,11,6,.0058177994
EU,11,6,.0125687
IND,11,6,.015667096
JPN,11,6,.01503686
ROW,11,6,.013560899
USA,11,6,.010510427
BRA,12,6,.0013074923
CHN,12,6,.0014786997
EU,12,6,.0033903001
IND,12,6,.002958796
JPN,12,6,.002445396
ROW,12,6,.0023627998
USA,12,6,.0008549859
BRA,13,6,.024852555
CHN,13,6,.015918799
EU,13,6,.017348099
IND,13,6,.01016382
JPN,13,6,.022526741
ROW,13,6,.016586598
USA,13,6,.02192024
BRA,14,6,.0062447637
CHN,14,6,.0060384991
EU,14,6,.0064611002
IND,14,6,.0012984278
JPN,14,6,.0027248841
ROW,14,6,.0063526989
USA,14,6,.0065974914
BRA,15,6,.0029074829
CHN,15,6,.00054169993
EU,15,6,.0022239999
IND,15,6,.0057706567
JPN,15,6,.003197364
ROW,15,6,.0037884996
USA,15,6,.0070688836
BRA,16,6,.015871607
CHN,16,6,.0039588995
EU,16,6,.0088748997
IND,16,6,.0055518532
JPN,16,6,.016800486
ROW,16,6,.0087091988
USA,16,6,.018295098
BRA,17,6,.00055349676
CHN,17,6,.0010549999
EU,17,6,.0015516001
IND,17,6,.0027817739
JPN,17,6,.0035310499
ROW,17,6,.0021797998
USA,17,6,.0035793411
BRA,18,6,.00074169569
CHN,18,6,.00071379996
EU,18,6,.0019176
IND,18,6,.0020895791
JPN,18,6,.0010998532
ROW,18,6,.0010348998
USA,18,6,.0012444796
BRA,19,6,.0084757507
CHN,19,6,.0028259999
EU,19,6,.0066224998
IND,19,6,.005071565
JPN,19,6,.0022060061
ROW,19,6,.0036673995
USA,19,6,.0054195109
BRA,20,6,.00086239493
CHN,20,6,.00029039997
EU,20,6,.0017537
IND,20,6,.00074657094
JPN,20,6,.002231505
ROW,20,6,.0012492999
USA,20,6,.0042920294
BRA,21,6,.00020999878
CHN,21,6,.000087899993
EU,21,6,.00056160003
IND,21,6,.00029047197
JPN,21,6,.00048777924
ROW,21,6,.00056839996
USA,21,6,.00018489696
BRA,22,6,.0056432667
CHN,22,6,.0016425998
EU,22,6,.0057444
IND,22,6,.004828372
JPN,22,6,.0071863942
ROW,22,6,.0038690995
USA,22,6,.0017790708
BRA,23,6,.011595932
CHN,23,6,.0088240989
EU,23,6,.017909
IND,23,6,.00086641818
JPN,23,6,.018137028
ROW,23,6,.017447399
USA,23,6,.0081448657
BRA,24,6,.001886289
CHN,24,6,.0015250997
EU,24,6,.0081888996
IND,24,6,.000049977974
JPN,24,6,.0039863307
ROW,24,6,.0029065998
USA,24,6,.0005930902
BRA,25,6,.00023659861
CHN,25,6,.00018789998
EU,25,6,.0059031998
IND,25,6,.00022809948
JPN,25,6,.001975416
ROW,25,6,.0039685997
USA,25,6,.0019720676
BRA,26,6,.15294151
CHN,26,6,.073215291
EU,26,6,.2044353
IND,26,6,.13921803
JPN,26,6,.2303434
ROW,26,6,.15258099
USA,26,6,.21818641
BRA,27,6,.05783226
CHN,27,6,.037301198
EU,27,6,.0473755
IND,27,6,.059282776
JPN,27,6,.070248909
ROW,27,6,.035908997
USA,27,6,.047056224
BRA,28,6,.0067782602
CHN,28,6,.0033836996
EU,28,6,.0039297999
IND,28,6,.0016875563
JPN,28,6,.010058272
ROW,28,6,.0042048995
USA,28,6,.003221547
BRA,29,6,.0030770821
CHN,29,6,.0021397998
EU,29,6,.0039563002
IND,29,6,.0011105106
JPN,29,6,.0023216014
ROW,29,6,.0033895995
USA,29,6,.0037412385
BRA,30,6,.016427403
CHN,30,6,.0057650995
EU,30,6,.0239124
IND,30,6,.012277389
JPN,30,6,.030566299
ROW,30,6,.011570599
USA,30,6,.013021085
BRA,31,6,.0010832937
CHN,31,6,.0031946995
EU,31,6,.0016176
IND,31,6,.000049977974
JPN,31,6,.0017321263
ROW,31,6,.00068029994
USA,31,6,.000049999177
BRA,32,6,.0015174912
CHN,32,6,.007328799
EU,32,6,.0030119999
IND,32,6,.000049977974
JPN,32,6,.0066125188
ROW,32,6,.0043819994
USA,32,6,.0016774724
BRA,33,6,.0009438945
CHN,33,6,.00046729995
EU,33,6,.0056583998
IND,33,6,.00047708972
JPN,33,6,.0023373007
ROW,33,6,.0031285996
USA,33,6,.0034333435
BRA,34,6,.0044806739
CHN,34,6,.00073699991
EU,34,6,.0031876999
IND,34,6,.00011145088
JPN,34,6,.0016107315
ROW,34,6,.0022789997
USA,34,6,.0020530662
BRA,35,6,.0035945789
CHN,35,6,.0012234999
EU,35,6,.0058228001
IND,35,6,.000049977974
JPN,35,6,.0054656672
ROW,35,6,.0021649997
USA,35,6,.004445327
BRA,36,6,.028855532
CHN,36,6,.0067856992
EU,36,6,.0207328
IND,36,6,.0188323
JPN,36,6,.0067299134
ROW,36,6,.014771398
USA,36,6,.0086386576
BRA,37,6,.0035439793
CHN,37,6,.00032479997
EU,37,6,.0077650002
IND,37,6,.000049977974
JPN,37,6,.0048513939
ROW,37,6,.0040594996
USA,37,6,.0042112307
BRA,38,6,.054175682
CHN,38,6,.012101798
EU,38,6,.045047998
IND,38,6,.00020141124
JPN,38,6,.028761076
ROW,38,6,.020214599
USA,38,6,.048376303
BRA,39,6,.013275023
CHN,39,6,.019531498
EU,39,6,.026525401
IND,39,6,.002157449
JPN,39,6,.010979332
ROW,39,6,.012552698
USA,39,6,.0092222486
BRA,40,6,.0040409761
CHN,40,6,.00031379997
EU,40,6,.0045496998
IND,40,6,.000049977974
JPN,40,6,.0054881661
ROW,40,6,.0024167998
USA,40,6,.006567392
BRA,41,6,.0003238981
CHN,41,6,.00015029998
EU,41,6,.0014388
IND,41,6,.000049977974
JPN,41,6,.00089646189
ROW,41,6,.0011850998
USA,41,6,.00042699298
BRA,42,6,.00040389763
CHN,42,6,.000089099995
EU,42,6,.0012465999
IND,42,6,.000049977974
JPN,42,6,.0012016488
ROW,42,6,.0008359999
USA,42,6,.0010260831
BRA,43,6,.00052759692
CHN,43,6,.00036279997
EU,43,6,.0026771
IND,43,6,.000049977974
JPN,43,6,.0011780498
ROW,43,6,.00061839994
USA,43,6,.00063008966
BRA,44,6,.0017279899
CHN,44,6,.00048859994
EU,44,6,.0025187
IND,44,6,.000049977974
JPN,44,6,.0042149206
ROW,44,6,.0018663998
USA,44,6,.00060399005
BRA,1,7,.045329239
CHN,1,7,.1158867
EU,1,7,.020923603
IND,1,7,.13162763
JPN,1,7,.0078610415
ROW,1,7,.041846585
USA,1,7,.045760583
BRA,2,7,.000079596735
CHN,2,7,.0003819766
EU,2,7,.000099900011
IND,2,7,.000049985621
JPN,2,7,.000061697181
ROW,2,7,.00073919969
USA,2,7,.000049997685
BRA,3,7,.0010811556
CHN,3,7,.003229602
EU,3,7,.0019768004
IND,3,7,.020791719
JPN,3,7,.0017726191
ROW,3,7,.0045331987
USA,3,7,.0011480469
BRA,4,7,.00077056838
CHN,4,7,.000049996936
EU,4,7,.00047030009
IND,4,7,.000049985621
JPN,4,7,.00078786403
ROW,4,7,.0011075997
USA,4,7,.00086755992
BRA,5,7,.000049997947
CHN,5,7,.000049996936
EU,5,7,.00012570003
IND,5,7,.000049985621
JPN,5,7,.000049997718
ROW,5,7,.00010199996
USA,5,7,.000071496688
BRA,6,7,.023710927
CHN,6,7,.01518547
EU,6,7,.018734204
IND,6,7,.020632865
JPN,6,7,.0082250247
ROW,6,7,.011390796
USA,6,7,.020121068
BRA,7,7,.34669569
CHN,7,7,.57701987
EU,7,7,.29023916
IND,7,7,.24589637
JPN,7,7,.27962413
ROW,7,7,.44376895
USA,7,7,.14309879
BRA,8,7,.0006650727
CHN,8,7,.00098483975
EU,8,7,.0020050004
IND,8,7,.0014319881
JPN,8,7,.0010372526
ROW,8,7,.0020221993
USA,8,7,.0012039443
BRA,9,7,.017366689
CHN,9,7,.0045950185
EU,9,7,.010794702
IND,9,7,.0027914969
JPN,9,7,.014979417
ROW,9,7,.011050996
USA,9,7,.011694659
BRA,10,7,.012183001
CHN,10,7,.0019237821
EU,10,7,.0045883008
IND,10,7,.034981437
JPN,10,7,.011229887
ROW,10,7,.0093356967
USA,10,7,.008898288
BRA,11,7,.075095519
CHN,11,7,.066858001
EU,11,7,.05811641
IND,11,7,.15187351
JPN,11,7,.069664918
ROW,11,7,.066428676
USA,11,7,.17839144
BRA,12,7,.0029781777
CHN,12,7,.00020118768
EU,12,7,.0046301009
IND,12,7,.01265406
JPN,12,7,.0033647462
ROW,12,7,.0018696993
USA,12,7,.00099175412
BRA,13,7,.016668217
CHN,13,7,.015753135
EU,13,7,.025619304
IND,13,7,.033887252
JPN,13,7,.020189578
ROW,13,7,.020384293
USA,13,7,.010669806
BRA,14,7,.0018133256
CHN,14,7,.00076025346
EU,14,7,.0040026009
IND,14,7,.0020175197
JPN,14,7,.0048251799
ROW,14,7,.0019146993
USA,14,7,.0038125238
BRA,15,7,.0010349575
CHN,15,7,.00069715729
EU,15,7,.0034466006
IND,15,7,.0080028977
JPN,15,7,.0042287069
ROW,15,7,.0036819987
USA,15,7,.0058038319
BRA,16,7,.0026702906
CHN,16,7,.0027988283
EU,16,7,.010949502
IND,16,7,.010099994
JPN,16,7,.0050551691
ROW,16,7,.0084082969
USA,16,7,.014173744
BRA,17,7,.001146253
CHN,17,7,.00055306614
EU,17,7,.0018235004
IND,17,7,.0063177827
JPN,17,7,.00306576
ROW,17,7,.0073909974
USA,17,7,.013216289
BRA,18,7,.0010179582
CHN,18,7,.00058786396
EU,18,7,.0027680004
IND,18,7,.0038872818
JPN,18,7,.0023770914
ROW,18,7,.0030127987
USA,18,7,.0014086348
BRA,19,7,.011000449
CHN,19,7,.0048728017
EU,19,7,.0099320021
IND,19,7,.0060229674
JPN,19,7,.0027543742
ROW,19,7,.0064243977
USA,19,7,.0019964075
BRA,20,7,.0013086463
CHN,20,7,.00038897616
EU,20,7,.0027446004
IND,20,7,.0013531108
JPN,20,7,.010127737
ROW,20,7,.0025531992
USA,20,7,.0020918031
BRA,21,7,.00022809065
CHN,21,7,.00010209374
EU,21,7,.0010147003
IND,21,7,.00045736844
JPN,21,7,.00058577326
ROW,21,7,.0018280993
USA,21,7,.0002785871
BRA,22,7,.021550817
CHN,22,7,.0020402749
EU,22,7,.012087302
IND,22,7,.0071638394
JPN,22,7,.027780231
ROW,22,7,.017358094
USA,22,7,.0068819816
BRA,23,7,.021760108
CHN,23,7,.010827937
EU,23,7,.019513404
IND,23,7,.02559224
JPN,23,7,.025265748
ROW,23,7,.023612991
USA,23,7,.018435648
BRA,24,7,.0011732519
CHN,24,7,.00071565615
EU,24,7,.011197702
IND,24,7,.000065481159
JPN,24,7,.0035944358
ROW,24,7,.002305899
USA,24,7,.00091335777
BRA,25,7,.00087156426
CHN,25,7,.00018588861
EU,25,7,.0096208015
IND,25,7,.0022925406
JPN,25,7,.0063213115
ROW,25,7,.0035255989
USA,25,7,.0031548541
BRA,26,7,.21834604
CHN,26,7,.093583263
EU,26,7,.23727335
IND,26,7,.17212218
JPN,26,7,.31503612
ROW,26,7,.18769033
USA,26,7,.26652867
BRA,27,7,.049567167
CHN,27,7,.030224048
EU,27,7,.034779407
IND,27,7,.045033146
JPN,27,7,.048485886
ROW,27,7,.028843889
USA,27,7,.027374534
BRA,28,7,.0029597788
CHN,28,7,.0031573065
EU,28,7,.0029731004
IND,28,7,.0013924994
JPN,28,7,.0068124891
ROW,28,7,.0038210987
USA,28,7,.0018745132
BRA,29,7,.0033316633
CHN,29,7,.0033752932
EU,29,7,.0030292005
IND,29,7,.00099871273
JPN,29,7,.0041912086
ROW,29,7,.0034226989
USA,29,7,.0024247877
BRA,30,7,.0087569403
CHN,30,7,.0081583001
EU,30,7,.016122604
IND,30,7,.0092734331
JPN,30,7,.019600606
ROW,30,7,.0081709968
USA,30,7,.033506852
BRA,31,7,.0045640129
CHN,31,7,.0014380119
EU,31,7,.0031438004
IND,31,7,.00011706632
JPN,31,7,.0047021853
ROW,31,7,.0010381996
USA,31,7,.000061797138
BRA,32,7,.00096756028
CHN,32,7,.0035788806
EU,32,7,.0053009009
IND,32,7,.000049985621
JPN,32,7,.0091396831
ROW,32,7,.0041963984
USA,32,7,.0022084978
BRA,33,7,.0013311454
CHN,33,7,.0005973634
EU,33,7,.0036039008
IND,33,7,.00084875588
JPN,33,7,.0040153167
ROW,33,7,.0015627994
USA,33,7,.007520352
BRA,34,7,.008515751
CHN,34,7,.00062136195
EU,34,7,.005101501
IND,34,7,.00055823941
JPN,34,7,.0026045809
ROW,34,7,.0035372989
USA,34,7,.004353899
BRA,35,7,.0016123339
CHN,35,7,.0010833336
EU,35,7,.0086791022
IND,35,7,.000068080415
JPN,35,7,.0064249067
ROW,35,7,.0021400994
USA,35,7,.011546266
BRA,36,7,.030351456
CHN,36,7,.0074795419
EU,36,7,.031396706
IND,36,7,.032277316
JPN,36,7,.014393742
ROW,36,7,.017810395
USA,36,7,.016463939
BRA,37,7,.010718861
CHN,37,7,.00021628675
EU,37,7,.017912904
IND,37,7,.000049985621
JPN,37,7,.0059027304
ROW,37,7,.0081718974
USA,37,7,.0099823382
BRA,38,7,.028580528
